capital,faixa_remuneracao_media_sm,10 A 14,15 A 17,18 A 24,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,{ñ class},sexo,ano
belem___pa,"07:5,01_a_7,00",0,0,52,528,3.211,4.826,5.251,1.010,0,F,2016
belem___pa,"08:7,01_a_10,00",0,0,15,191,1.626,2.418,3.678,660,0,F,2016
belem___pa,"09:10,01_a_15,00",0,0,6,81,1.149,1.358,1.672,335,0,F,2016
belem___pa,"10:15,01_a_20,00",0,0,3,26,329,540,810,187,0,F,2016
belem___pa,"11:mais_de_20,00",0,0,0,8,229,546,913,249,0,F,2016
macapa___ap,"00:ate_0,50",5,76,203,40,53,35,64,10,0,F,2016
macapa___ap,"01:0,51_a_1,00",0,22,703,647,1.056,802,776,159,0,F,2016
macapa___ap,"02:1,01_a_1,50",0,7,1.942,2.199,4.030,2.781,1.869,108,0,F,2016
macapa___ap,"03:1,51_a_2,00",0,0,370,743,1.694,1.313,704,81,0,F,2016
macapa___ap,"04:2,01_a_3,00",0,0,208,720,1.799,1.435,785,89,0,F,2016
macapa___ap,"05:3,01_a_4,00",0,0,85,412,1.513,1.368,751,115,0,F,2016
macapa___ap,"06:4,01_a_5,00",0,0,44,244,1.332,1.184,833,115,0,F,2016
macapa___ap,"07:5,01_a_7,00",0,0,31,178,1.903,2.924,1.359,139,0,F,2016
macapa___ap,"08:7,01_a_10,00",0,0,12,69,606,1.645,1.566,118,0,F,2016
macapa___ap,"09:10,01_a_15,00",0,0,3,17,319,374,438,65,0,F,2016
macapa___ap,"10:15,01_a_20,00",0,0,1,7,69,98,156,15,0,F,2016
macapa___ap,"11:mais_de_20,00",0,0,1,9,87,134,220,44,0,F,2016
palmas___to,"00:ate_0,50",2,150,274,58,95,75,33,3,0,F,2016
palmas___to,"01:0,51_a_1,00",1,139,1.384,844,1.889,1.891,1.292,60,0,F,2016
palmas___to,"02:1,01_a_1,50",0,32,3.742,3.182,5.247,3.524,1.575,57,0,F,2016
palmas___to,"03:1,51_a_2,00",0,2,776,1.099,2.335,1.714,958,61,0,F,2016
palmas___to,"04:2,01_a_3,00",0,0,443,1.276,3.176,2.942,1.621,72,0,F,2016
palmas___to,"05:3,01_a_4,00",0,0,152,763,2.598,2.504,1.251,52,0,F,2016
palmas___to,"06:4,01_a_5,00",0,0,36,211,1.503,2.043,1.486,73,0,F,2016
palmas___to,"07:5,01_a_7,00",0,0,17,161,1.405,2.148,1.349,76,0,F,2016
palmas___to,"08:7,01_a_10,00",0,0,3,68,693,1.285,612,38,0,F,2016
palmas___to,"09:10,01_a_15,00",0,0,1,25,446,903,649,36,0,F,2016
palmas___to,"10:15,01_a_20,00",0,0,0,8,152,346,221,6,0,F,2016
palmas___to,"11:mais_de_20,00",0,0,0,7,73,288,408,22,0,F,2016
sao_luiz___ma,"00:ate_0,50",1,46,584,183,329,183,65,4,0,F,2016
sao_luiz___ma,"01:0,51_a_1,00",0,105,2.987,2.010,3.561,3.052,2.317,326,0,F,2016
sao_luiz___ma,"02:1,01_a_1,50",0,6,7.174,9.610,19.851,14.646,7.682,547,0,F,2016
sao_luiz___ma,"03:1,51_a_2,00",0,0,1.268,2.815,6.702,5.093,4.197,618,0,F,2016
sao_luiz___ma,"04:2,01_a_3,00",0,0,627,2.564,7.060,4.612,4.073,780,0,F,2016
sao_luiz___ma,"05:3,01_a_4,00",0,0,151,1.076,4.242,4.417,4.657,959,0,F,2016
sao_luiz___ma,"06:4,01_a_5,00",0,0,44,568,2.159,2.130,4.232,1.072,0,F,2016
sao_luiz___ma,"07:5,01_a_7,00",0,0,50,351,2.465,2.578,2.286,385,0,F,2016
sao_luiz___ma,"08:7,01_a_10,00",0,0,27,185,1.163,1.449,1.980,512,0,F,2016
sao_luiz___ma,"09:10,01_a_15,00",0,0,1,32,650,794,694,224,0,F,2016
sao_luiz___ma,"10:15,01_a_20,00",0,0,11,35,284,376,411,104,0,F,2016
sao_luiz___ma,"11:mais_de_20,00",0,0,1,14,135,305,345,82,0,F,2016
terezina___pi,"00:ate_0,50",3,269,629,92,205,145,58,6,0,F,2016
terezina___pi,"01:0,51_a_1,00",2,103,3.540,2.538,4.101,2.555,1.389,80,0,F,2016
terezina___pi,"02:1,01_a_1,50",0,3,5.242,6.719,13.967,10.436,6.615,637,0,F,2016
terezina___pi,"03:1,51_a_2,00",0,0,714,1.766,4.696,3.569,3.149,411,0,F,2016
terezina___pi,"04:2,01_a_3,00",0,0,316,1.167,3.696,2.734,3.174,789,0,F,2016
terezina___pi,"05:3,01_a_4,00",0,0,119,709,2.687,3.732,3.428,459,0,F,2016
terezina___pi,"06:4,01_a_5,00",0,0,45,270,1.223,1.164,1.288,217,0,F,2016
terezina___pi,"07:5,01_a_7,00",0,0,42,211,1.731,1.356,1.373,281,0,F,2016
terezina___pi,"08:7,01_a_10,00",0,0,5,62,1.032,996,1.105,244,0,F,2016
terezina___pi,"09:10,01_a_15,00",0,0,0,19,710,820,883,170,0,F,2016
terezina___pi,"10:15,01_a_20,00",0,0,0,6,166,253,470,124,0,F,2016
terezina___pi,"11:mais_de_20,00",0,0,0,1,79,227,299,72,0,F,2016
fortaleza___ce,"00:ate_0,50",7,188,2.091,469,885,633,281,22,0,F,2016
fortaleza___ce,"01:0,51_a_1,00",2,193,9.837,6.463,10.194,7.017,4.140,1.123,0,F,2016
fortaleza___ce,"02:1,01_a_1,50",0,26,18.754,23.416,40.605,28.560,17.431,1.276,1,F,2016
fortaleza___ce,"03:1,51_a_2,00",0,1,3.085,5.963,12.395,10.106,9.018,1.248,0,F,2016
fortaleza___ce,"04:2,01_a_3,00",0,1,1.299,4.691,11.758,7.988,6.961,2.292,0,F,2016
fortaleza___ce,"05:3,01_a_4,00",0,0,440,2.486,7.440,4.763,4.139,1.033,0,F,2016
fortaleza___ce,"06:4,01_a_5,00",0,0,201,1.128,4.943,3.246,2.943,1.187,0,F,2016
fortaleza___ce,"07:5,01_a_7,00",0,0,91,773,4.618,4.561,5.116,1.117,0,F,2016
fortaleza___ce,"08:7,01_a_10,00",0,0,19,223,2.235,3.151,4.136,746,0,F,2016
fortaleza___ce,"09:10,01_a_15,00",0,0,18,130,1.646,2.045,1.948,472,0,F,2016
fortaleza___ce,"10:15,01_a_20,00",0,0,0,19,500,1.162,1.210,217,0,F,2016
fortaleza___ce,"11:mais_de_20,00",0,0,0,8,248,664,1.280,271,0,F,2016
natal___rn,"00:ate_0,50",3,148,1.325,177,319,211,157,19,0,F,2016
natal___rn,"01:0,51_a_1,00",1,74,3.018,2.452,3.648,2.478,1.379,79,0,F,2016
natal___rn,"02:1,01_a_1,50",0,8,5.489,7.804,15.004,10.769,6.298,315,0,F,2016
natal___rn,"03:1,51_a_2,00",0,0,891,2.116,5.132,3.519,2.535,260,0,F,2016
natal___rn,"04:2,01_a_3,00",0,0,349,1.735,6.356,4.849,4.016,438,0,F,2016
natal___rn,"05:3,01_a_4,00",0,0,129,948,4.129,3.229,2.662,242,0,F,2016
natal___rn,"06:4,01_a_5,00",0,0,40,353,1.828,1.847,2.217,263,0,F,2016
natal___rn,"07:5,01_a_7,00",0,0,18,232,1.488,1.497,2.398,324,0,F,2016
natal___rn,"08:7,01_a_10,00",0,0,14,73,909,939,1.117,187,0,F,2016
natal___rn,"09:10,01_a_15,00",0,0,6,54,825,1.090,871,150,0,F,2016
natal___rn,"10:15,01_a_20,00",0,0,0,4,202,573,665,98,0,F,2016
natal___rn,"11:mais_de_20,00",0,0,0,1,77,290,357,74,0,F,2016
joao_pessoa___pb,"00:ate_0,50",1,21,556,138,255,151,83,12,0,F,2016
joao_pessoa___pb,"01:0,51_a_1,00",2,70,3.790,2.558,4.614,3.501,2.380,170,2,F,2016
joao_pessoa___pb,"02:1,01_a_1,50",0,20,5.645,7.092,14.447,11.477,8.008,670,0,F,2016
joao_pessoa___pb,"03:1,51_a_2,00",0,1,820,1.847,4.960,3.520,2.720,356,0,F,2016
joao_pessoa___pb,"04:2,01_a_3,00",0,1,417,1.858,6.357,4.619,4.056,626,0,F,2016
joao_pessoa___pb,"05:3,01_a_4,00",0,0,95,601,2.542,1.892,2.133,524,0,F,2016
joao_pessoa___pb,"06:4,01_a_5,00",0,0,53,324,1.652,1.298,1.517,354,0,F,2016
joao_pessoa___pb,"07:5,01_a_7,00",0,0,32,180,1.253,1.192,1.471,311,0,F,2016
joao_pessoa___pb,"08:7,01_a_10,00",0,0,19,123,875,825,865,270,0,F,2016
joao_pessoa___pb,"09:10,01_a_15,00",0,0,6,80,630,689,713,218,0,F,2016
joao_pessoa___pb,"10:15,01_a_20,00",0,0,3,20,197,536,598,120,0,F,2016
joao_pessoa___pb,"11:mais_de_20,00",0,0,1,9,76,244,286,65,0,F,2016
recife___pe,"00:ate_0,50",4,226,2.369,208,451,322,465,131,0,F,2016
recife___pe,"01:0,51_a_1,00",0,111,4.701,4.393,6.590,4.573,2.707,266,0,F,2016
recife___pe,"02:1,01_a_1,50",0,6,11.380,15.350,30.043,23.667,16.307,1.290,0,F,2016
recife___pe,"03:1,51_a_2,00",0,0,2.334,5.851,16.045,12.857,7.816,929,0,F,2016
recife___pe,"04:2,01_a_3,00",0,0,1.033,4.338,14.509,12.546,9.091,1.272,0,F,2016
recife___pe,"05:3,01_a_4,00",0,0,329,1.814,7.113,6.280,5.238,850,0,F,2016
recife___pe,"06:4,01_a_5,00",0,0,115,1.051,4.937,3.776,3.421,603,0,F,2016
recife___pe,"07:5,01_a_7,00",0,0,126,744,5.134,5.175,4.603,830,0,F,2016
recife___pe,"08:7,01_a_10,00",0,0,30,462,4.420,4.376,3.585,709,0,F,2016
recife___pe,"09:10,01_a_15,00",0,0,11,126,2.085,2.846,2.539,515,0,F,2016
recife___pe,"10:15,01_a_20,00",0,0,0,15,515,1.121,1.312,255,0,F,2016
recife___pe,"11:mais_de_20,00",0,0,1,4,325,898,1.189,317,0,F,2016
maceio___al,"00:ate_0,50",5,165,956,169,224,140,66,4,0,F,2016
maceio___al,"01:0,51_a_1,00",2,134,4.581,2.912,3.776,2.395,1.312,82,0,F,2016
maceio___al,"02:1,01_a_1,50",0,8,5.394,6.756,12.580,9.551,5.165,317,0,F,2016
maceio___al,"03:1,51_a_2,00",0,0,749,1.715,4.696,4.453,3.335,370,0,F,2016
maceio___al,"04:2,01_a_3,00",0,0,270,1.101,3.716,4.152,3.617,425,0,F,2016
maceio___al,"05:3,01_a_4,00",0,0,91,577,2.118,2.117,1.824,248,0,F,2016
maceio___al,"06:4,01_a_5,00",0,0,57,354,1.476,1.567,1.508,235,0,F,2016
maceio___al,"07:5,01_a_7,00",0,0,10,133,1.197,1.540,1.629,282,0,F,2016
maceio___al,"08:7,01_a_10,00",0,0,4,37,575,861,907,185,0,F,2016
maceio___al,"09:10,01_a_15,00",0,0,1,12,409,646,689,102,0,F,2016
maceio___al,"10:15,01_a_20,00",0,0,0,1,86,251,283,57,0,F,2016
maceio___al,"11:mais_de_20,00",0,0,0,1,82,187,317,73,0,F,2016
aracaju___se,"00:ate_0,50",4,206,1.202,201,333,235,178,4,0,F,2016
aracaju___se,"01:0,51_a_1,00",4,81,2.547,2.036,3.276,2.009,895,37,0,F,2016
aracaju___se,"02:1,01_a_1,50",0,5,4.320,6.174,12.000,8.446,3.984,143,0,F,2016
aracaju___se,"03:1,51_a_2,00",0,0,586,1.450,4.314,3.670,2.037,122,0,F,2016
aracaju___se,"04:2,01_a_3,00",0,0,229,994,3.451,2.860,2.037,172,0,F,2016
aracaju___se,"05:3,01_a_4,00",0,0,76,461,2.349,1.782,1.085,118,0,F,2016
aracaju___se,"06:4,01_a_5,00",0,0,20,258,1.977,2.598,1.763,118,0,F,2016
aracaju___se,"07:5,01_a_7,00",0,0,12,116,1.485,1.655,1.289,122,0,F,2016
aracaju___se,"08:7,01_a_10,00",0,0,5,38,588,924,754,104,0,F,2016
aracaju___se,"09:10,01_a_15,00",0,0,0,19,371,468,508,68,0,F,2016
aracaju___se,"10:15,01_a_20,00",0,0,0,2,110,272,220,17,0,F,2016
aracaju___se,"11:mais_de_20,00",0,0,0,5,64,266,363,52,0,F,2016
salvador___ba,"00:ate_0,50",2,408,3.420,417,676,390,186,18,0,F,2016
salvador___ba,"01:0,51_a_1,00",0,222,8.960,6.616,11.470,9.593,6.437,642,1,F,2016
salvador___ba,"02:1,01_a_1,50",0,21,13.262,16.690,34.284,25.477,13.067,618,0,F,2016
salvador___ba,"03:1,51_a_2,00",0,0,2.174,4.976,14.274,12.578,6.835,507,0,F,2016
salvador___ba,"04:2,01_a_3,00",0,0,949,4.208,14.115,12.465,8.326,771,0,F,2016
salvador___ba,"05:3,01_a_4,00",0,0,272,1.996,8.356,7.521,5.384,681,0,F,2016
salvador___ba,"06:4,01_a_5,00",0,0,99,945,5.340,5.983,4.205,482,0,F,2016
salvador___ba,"07:5,01_a_7,00",0,0,45,674,5.431,8.189,6.227,774,0,F,2016
salvador___ba,"08:7,01_a_10,00",0,0,28,249,3.055,6.473,6.182,803,0,F,2016
salvador___ba,"09:10,01_a_15,00",0,0,12,131,1.815,3.302,3.856,584,0,F,2016
salvador___ba,"10:15,01_a_20,00",0,0,5,30,598,1.439,1.619,274,0,F,2016
salvador___ba,"11:mais_de_20,00",0,0,2,23,382,1.020,1.624,423,0,F,2016
belo_horizonte___mg,"00:ate_0,50",34,2.171,3.622,493,863,841,824,89,0,F,2016
belo_horizonte___mg,"01:0,51_a_1,00",4,1.120,12.906,5.890,8.884,7.367,5.792,429,0,F,2016
belo_horizonte___mg,"02:1,01_a_1,50",1,241,31.307,26.161,44.426,44.071,43.295,2.485,0,F,2016
belo_horizonte___mg,"03:1,51_a_2,00",0,7,7.680,11.477,22.977,18.449,12.072,722,0,F,2016
belo_horizonte___mg,"04:2,01_a_3,00",0,1,4.162,11.026,32.681,29.740,18.490,1.049,0,F,2016
belo_horizonte___mg,"05:3,01_a_4,00",0,1,1.153,5.063,15.803,14.867,10.598,799,0,F,2016
belo_horizonte___mg,"06:4,01_a_5,00",0,0,504,3.132,12.558,10.220,7.144,493,0,F,2016
belo_horizonte___mg,"07:5,01_a_7,00",0,0,242,2.170,12.463,11.292,6.992,573,0,F,2016
belo_horizonte___mg,"08:7,01_a_10,00",0,0,73,1.177,6.959,8.577,5.530,483,0,F,2016
belo_horizonte___mg,"09:10,01_a_15,00",0,0,11,278,3.791,5.381,4.644,433,0,F,2016
belo_horizonte___mg,"10:15,01_a_20,00",0,0,3,35,1.326,2.551,2.538,238,0,F,2016
belo_horizonte___mg,"11:mais_de_20,00",0,0,3,39,679,2.106,3.511,410,0,F,2016
vitoria___es,"00:ate_0,50",33,817,298,95,155,135,84,9,0,F,2016
vitoria___es,"01:0,51_a_1,00",3,193,1.337,804,1.157,773,480,28,0,F,2016
vitoria___es,"02:1,01_a_1,50",0,16,5.218,4.595,7.517,5.704,3.842,261,0,F,2016
vitoria___es,"03:1,51_a_2,00",0,0,1.405,2.191,4.456,3.495,2.242,120,0,F,2016
vitoria___es,"04:2,01_a_3,00",0,0,810,2.248,6.399,5.366,3.404,229,0,F,2016
vitoria___es,"05:3,01_a_4,00",0,0,164,1.035,3.851,3.197,1.982,128,0,F,2016
vitoria___es,"06:4,01_a_5,00",0,0,48,640,3.083,2.503,1.579,112,0,F,2016
vitoria___es,"07:5,01_a_7,00",0,0,24,327,2.422,2.067,1.536,118,0,F,2016
vitoria___es,"08:7,01_a_10,00",0,0,4,93,1.153,1.258,1.044,96,0,F,2016
vitoria___es,"09:10,01_a_15,00",0,0,0,23,632,894,766,80,0,F,2016
vitoria___es,"10:15,01_a_20,00",0,0,0,2,245,456,420,36,0,F,2016
vitoria___es,"11:mais_de_20,00",0,0,0,1,85,289,321,64,0,F,2016
rio_de_janeiro___rj,"00:ate_0,50",14,659,3.058,909,1.515,1.026,677,104,0,F,2016
rio_de_janeiro___rj,"01:0,51_a_1,00",10,1.547,19.577,7.930,11.309,8.058,5.366,456,0,F,2016
rio_de_janeiro___rj,"02:1,01_a_1,50",0,102,43.703,45.894,72.160,55.219,39.769,3.227,1,F,2016
rio_de_janeiro___rj,"03:1,51_a_2,00",0,5,12.198,19.376,39.137,31.674,22.582,2.379,0,F,2016
rio_de_janeiro___rj,"04:2,01_a_3,00",0,2,6.195,15.521,39.336,35.824,25.996,3.074,0,F,2016
rio_de_janeiro___rj,"05:3,01_a_4,00",0,0,2.110,8.155,25.471,21.133,15.919,2.003,0,F,2016
rio_de_janeiro___rj,"06:4,01_a_5,00",0,0,773,4.374,15.319,14.180,12.194,1.841,0,F,2016
rio_de_janeiro___rj,"07:5,01_a_7,00",0,0,474,4.782,21.575,19.614,14.284,1.912,0,F,2016
rio_de_janeiro___rj,"08:7,01_a_10,00",0,1,143,1.921,14.632,17.137,13.039,1.902,1,F,2016
rio_de_janeiro___rj,"09:10,01_a_15,00",0,0,54,901,9.827,11.540,9.479,1.438,0,F,2016
rio_de_janeiro___rj,"10:15,01_a_20,00",0,0,13,188,3.014,5.069,4.890,839,0,F,2016
rio_de_janeiro___rj,"11:mais_de_20,00",0,0,7,91,2.350,5.628,4.717,781,0,F,2016
sao_paulo___sp,"00:ate_0,50",33,1.019,4.522,1.719,3.147,3.315,4.467,731,0,F,2016
sao_paulo___sp,"01:0,51_a_1,00",20,4.080,49.451,16.630,25.325,21.380,19.484,1.646,0,F,2016
sao_paulo___sp,"02:1,01_a_1,50",0,1.304,122.162,88.239,145.579,119.754,84.578,4.523,0,F,2016
sao_paulo___sp,"03:1,51_a_2,00",0,191,61.948,61.821,110.416,86.154,57.761,3.929,0,F,2016
sao_paulo___sp,"04:2,01_a_3,00",0,28,34.825,59.304,126.150,97.796,60.985,5.217,0,F,2016
sao_paulo___sp,"05:3,01_a_4,00",0,3,13.202,33.906,82.256,65.324,43.045,3.664,0,F,2016
sao_paulo___sp,"06:4,01_a_5,00",0,0,5.583,19.160,51.846,42.021,26.745,2.518,0,F,2016
sao_paulo___sp,"07:5,01_a_7,00",0,1,3.698,20.333,63.921,56.948,36.932,2.996,0,F,2016
sao_paulo___sp,"08:7,01_a_10,00",0,1,1.107,11.475,48.267,41.487,30.329,2.863,0,F,2016
sao_paulo___sp,"09:10,01_a_15,00",0,0,247,4.399,29.856,27.302,19.918,2.192,0,F,2016
sao_paulo___sp,"10:15,01_a_20,00",0,0,69,1.096,10.285,11.508,8.913,1.113,0,F,2016
sao_paulo___sp,"11:mais_de_20,00",0,0,32,744,9.314,13.496,8.629,1.072,0,F,2016
curitiba___pr,"00:ate_0,50",7,131,818,465,866,630,496,42,0,F,2016
curitiba___pr,"01:0,51_a_1,00",23,1.668,10.246,3.947,6.176,4.888,3.792,224,0,F,2016
curitiba___pr,"02:1,01_a_1,50",0,330,26.097,17.471,25.911,21.797,16.242,790,0,F,2016
curitiba___pr,"03:1,51_a_2,00",0,30,10.624,11.752,20.267,15.598,10.017,556,0,F,2016
curitiba___pr,"04:2,01_a_3,00",0,1,5.047,10.651,24.556,20.691,11.962,900,0,F,2016
curitiba___pr,"05:3,01_a_4,00",0,0,1.296,4.565,12.487,16.631,12.964,1.126,0,F,2016
curitiba___pr,"06:4,01_a_5,00",0,0,395,2.364,9.254,8.775,6.266,415,0,F,2016
curitiba___pr,"07:5,01_a_7,00",0,0,206,1.626,8.416,12.541,12.019,788,0,F,2016
curitiba___pr,"08:7,01_a_10,00",0,0,50,696,5.308,5.722,4.759,346,0,F,2016
curitiba___pr,"09:10,01_a_15,00",0,0,12,189,2.535,3.518,3.500,260,0,F,2016
curitiba___pr,"10:15,01_a_20,00",0,0,4,64,739,1.523,1.665,161,0,F,2016
curitiba___pr,"11:mais_de_20,00",0,0,1,17,605,1.318,1.463,150,0,F,2016
florianopolis___sc,"00:ate_0,50",2,55,263,161,221,191,152,13,0,F,2016
florianopolis___sc,"01:0,51_a_1,00",6,495,2.558,1.175,1.799,1.305,1.062,66,0,F,2016
florianopolis___sc,"02:1,01_a_1,50",0,81,6.221,4.638,7.142,5.624,4.293,193,0,F,2016
florianopolis___sc,"03:1,51_a_2,00",0,22,4.000,4.384,6.626,4.416,2.468,120,0,F,2016
florianopolis___sc,"04:2,01_a_3,00",0,4,1.846,3.581,7.267,4.894,2.715,145,0,F,2016
florianopolis___sc,"05:3,01_a_4,00",0,0,491,1.869,5.261,3.442,1.693,99,0,F,2016
florianopolis___sc,"06:4,01_a_5,00",0,0,137,1.120,4.229,4.215,2.792,159,0,F,2016
florianopolis___sc,"07:5,01_a_7,00",0,0,106,885,4.964,5.442,3.342,226,0,F,2016
florianopolis___sc,"08:7,01_a_10,00",0,0,18,339,3.314,3.713,2.542,158,0,F,2016
florianopolis___sc,"09:10,01_a_15,00",0,0,2,88,1.769,2.472,1.874,155,0,F,2016
florianopolis___sc,"10:15,01_a_20,00",0,0,0,14,476,889,766,81,0,F,2016
florianopolis___sc,"11:mais_de_20,00",0,0,0,10,228,631,592,76,0,F,2016
porto_alegre___rs,"00:ate_0,50",7,323,716,230,397,375,371,69,0,F,2016
porto_alegre___rs,"01:0,51_a_1,00",28,1.347,5.759,2.028,3.153,2.612,2.293,314,0,F,2016
porto_alegre___rs,"02:1,01_a_1,50",0,121,14.518,11.334,19.272,16.152,13.028,934,0,F,2016
porto_alegre___rs,"03:1,51_a_2,00",0,8,6.019,7.974,16.313,18.218,14.069,968,0,F,2016
porto_alegre___rs,"04:2,01_a_3,00",0,2,3.300,7.216,17.568,16.212,12.679,945,0,F,2016
porto_alegre___rs,"05:3,01_a_4,00",0,0,772,2.991,9.318,8.627,7.176,512,0,F,2016
porto_alegre___rs,"06:4,01_a_5,00",0,0,461,2.333,6.047,5.038,4.207,377,0,F,2016
porto_alegre___rs,"07:5,01_a_7,00",0,0,201,1.724,7.864,5.682,3.899,389,0,F,2016
porto_alegre___rs,"08:7,01_a_10,00",0,0,36,620,5.958,6.041,4.141,449,0,F,2016
porto_alegre___rs,"09:10,01_a_15,00",0,0,12,235,3.216,4.534,4.058,351,0,F,2016
porto_alegre___rs,"10:15,01_a_20,00",0,0,1,70,956,1.751,1.949,224,0,F,2016
porto_alegre___rs,"11:mais_de_20,00",0,0,0,20,618,1.687,1.867,306,0,F,2016
campo_grande___ms,"00:ate_0,50",5,269,426,173,312,269,164,9,0,F,2016
campo_grande___ms,"01:0,51_a_1,00",1,719,2.824,1.435,2.288,1.805,1.158,79,0,F,2016
campo_grande___ms,"02:1,01_a_1,50",0,212,8.885,7.017,11.576,8.776,5.485,270,0,F,2016
campo_grande___ms,"03:1,51_a_2,00",0,15,2.201,3.126,5.903,5.143,3.761,258,0,F,2016
campo_grande___ms,"04:2,01_a_3,00",0,2,938,2.540,6.137,4.929,2.863,175,0,F,2016
campo_grande___ms,"05:3,01_a_4,00",0,0,270,1.375,4.351,3.384,1.826,115,0,F,2016
campo_grande___ms,"06:4,01_a_5,00",0,0,136,711,3.081,3.163,1.957,133,0,F,2016
campo_grande___ms,"07:5,01_a_7,00",0,0,56,543,2.461,3.109,2.581,213,0,F,2016
campo_grande___ms,"08:7,01_a_10,00",0,0,20,181,1.616,1.860,1.278,93,0,F,2016
campo_grande___ms,"09:10,01_a_15,00",0,0,11,94,974,1.471,1.315,115,0,F,2016
campo_grande___ms,"10:15,01_a_20,00",0,0,0,23,245,483,578,38,0,F,2016
campo_grande___ms,"11:mais_de_20,00",0,0,0,8,189,405,399,37,0,F,2016
cuiaba___mt,"00:ate_0,50",14,366,371,89,148,71,38,9,0,F,2016
cuiaba___mt,"01:0,51_a_1,00",11,302,2.236,929,1.417,1.032,511,30,0,F,2016
cuiaba___mt,"02:1,01_a_1,50",0,96,6.826,5.107,8.740,6.240,3.423,141,0,F,2016
cuiaba___mt,"03:1,51_a_2,00",0,2,1.986,2.814,5.718,4.557,2.340,122,0,F,2016
cuiaba___mt,"04:2,01_a_3,00",0,1,938,2.216,5.106,4.136,2.260,126,0,F,2016
cuiaba___mt,"05:3,01_a_4,00",0,0,286,1.217,3.421,3.020,2.197,167,0,F,2016
cuiaba___mt,"06:4,01_a_5,00",0,0,133,782,2.677,1.994,1.233,98,0,F,2016
cuiaba___mt,"07:5,01_a_7,00",0,0,62,578,3.632,4.151,2.861,187,0,F,2016
cuiaba___mt,"08:7,01_a_10,00",0,0,14,142,1.668,2.232,1.630,131,0,F,2016
cuiaba___mt,"09:10,01_a_15,00",0,0,3,93,1.384,1.734,1.186,96,0,F,2016
cuiaba___mt,"10:15,01_a_20,00",0,0,0,9,263,801,794,56,0,F,2016
cuiaba___mt,"11:mais_de_20,00",0,0,0,9,253,482,567,61,0,F,2016
goiania___go,"00:ate_0,50",360,2.060,1.278,216,357,231,153,16,0,F,2016
goiania___go,"01:0,51_a_1,00",13,679,6.414,2.948,4.346,3.111,1.808,76,0,F,2016
goiania___go,"02:1,01_a_1,50",0,283,19.166,15.177,23.940,18.570,12.401,557,0,F,2016
goiania___go,"03:1,51_a_2,00",0,18,5.233,6.812,12.126,9.647,8.045,456,0,F,2016
goiania___go,"04:2,01_a_3,00",0,4,2.383,5.250,11.098,8.229,5.651,445,0,F,2016
goiania___go,"05:3,01_a_4,00",0,0,661,2.643,6.750,5.536,3.689,261,0,F,2016
goiania___go,"06:4,01_a_5,00",0,0,274,1.531,5.035,5.225,4.071,446,0,F,2016
goiania___go,"07:5,01_a_7,00",0,0,129,1.043,5.153,6.949,6.214,582,0,F,2016
goiania___go,"08:7,01_a_10,00",0,0,21,272,3.431,4.206,3.231,367,0,F,2016
goiania___go,"09:10,01_a_15,00",0,0,4,82,1.527,2.070,2.078,315,0,F,2016
goiania___go,"10:15,01_a_20,00",0,0,2,19,524,933,883,97,0,F,2016
goiania___go,"11:mais_de_20,00",0,0,0,6,274,663,729,117,0,F,2016
brasilia___df,"00:ate_0,50",96,1.784,2.354,387,570,345,180,21,0,F,2016
brasilia___df,"01:0,51_a_1,00",16,1.113,8.714,4.569,6.106,4.098,2.109,102,0,F,2016
brasilia___df,"02:1,01_a_1,50",1,196,27.139,23.588,36.947,28.715,16.025,623,0,F,2016
brasilia___df,"03:1,51_a_2,00",0,7,6.114,9.386,16.608,12.555,6.441,283,0,F,2016
brasilia___df,"04:2,01_a_3,00",0,1,2.958,8.105,18.678,13.286,6.121,382,0,F,2016
brasilia___df,"05:3,01_a_4,00",0,0,880,3.934,11.189,8.358,4.351,479,0,F,2016
brasilia___df,"06:4,01_a_5,00",0,0,387,2.864,11.291,8.935,6.499,1.077,0,F,2016
brasilia___df,"07:5,01_a_7,00",0,0,301,2.697,15.298,12.953,7.557,801,0,F,2016
brasilia___df,"08:7,01_a_10,00",0,0,79,1.446,14.887,17.090,9.850,878,0,F,2016
brasilia___df,"09:10,01_a_15,00",0,0,25,572,11.960,13.668,6.817,601,0,F,2016
brasilia___df,"10:15,01_a_20,00",0,0,2,116,3.676,5.972,3.967,324,0,F,2016
brasilia___df,"11:mais_de_20,00",0,0,2,36,2.678,6.011,5.426,637,0,F,2016
porto_velho___ro,"00:ate_0,50",8,128,208,51,66,41,28,1,0,M,2016
porto_velho___ro,"01:0,51_a_1,00",5,131,925,498,650,387,259,17,0,M,2016
porto_velho___ro,"02:1,01_a_1,50",1,26,4.737,3.368,4.430,2.594,1.443,118,0,M,2016
porto_velho___ro,"03:1,51_a_2,00",0,0,1.555,2.279,4.734,3.360,1.747,121,0,M,2016
porto_velho___ro,"04:2,01_a_3,00",0,0,855,1.489,3.455,2.431,2.184,582,0,M,2016
porto_velho___ro,"05:3,01_a_4,00",0,0,152,551,1.692,1.217,941,112,0,M,2016
porto_velho___ro,"06:4,01_a_5,00",0,0,37,206,779,570,829,256,0,M,2016
porto_velho___ro,"07:5,01_a_7,00",0,0,83,307,1.052,789,1.252,167,0,M,2016
